date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:36:28	1426/1426	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2015:29:24%20GMT	https://c0.wp.com/c/5.7.1/wp-includes/js/wp-embed.min.js	C:/My%20Web%20Sites/super/c0.wp.com/c/5.7.1/wp-includes/js/wp-embed.min.js	(from https://hoiwa.fi/)
22:36:29	350657/350657	---M--	200	added ('OK')	application/javascript	date:Thu,%2001%20Apr%202021%2009:37:51%20GMT	https://hoiwa.fi/wp-content/themes/Divi/includes/builder/frontend-builder/build/frontend-builder-scripts.js?ver=4.9.2	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/themes/Divi/includes/builder/frontend-builder/build/frontend-builder-scripts20fd.js	(from https://hoiwa.fi/)
22:36:29	8972/8972	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6340e3-350a%22	https://stats.wp.com/e-202116.js	C:/My%20Web%20Sites/super/stats.wp.com/e-202116.js	(from https://hoiwa.fi/)
22:36:30	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfont.eot?v=3.2.1	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfontf77b.eot	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:31	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfont.eot?	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfontd41d.eot	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:32	90412/90412	---M--	200	added ('OK')	font/woff	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfont.woff?v=3.2.1	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfontf77b.woff	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:34	152796/152796	---M--	200	added ('OK')	font/ttf	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfont.ttf?v=3.2.1	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfontf77b.ttf	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:34	578/578	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/video-play-btn.png	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/video-play-btn.png	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:36	3680/3680	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/hearts-instagram.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/hearts-instagram.jpg	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:36	3692/3692	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/comments-instagram.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/comments-instagram.jpg	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:37	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfont.svg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/font/fontawesome-webfont.svg	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:37	14666/14666	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Mar%202021%2013:16:02%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/pinterest-icons.png	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/pinterest-icons.png	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:40	50249/50249	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2019:36:37%20GMT	https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/fb-play-btn.png	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/plugins/feed-them-social/feeds/images/fb-play-btn.4f.delayed	(from https://hoiwa.fi/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.4)
22:36:42	4529/4529	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/carousel/images/arrows.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/carousel/images/arrows.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:42	10063/10063	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/carousel/images/arrows-2x.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/carousel/images/arrows-2x.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:42	1318/1318	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/carousel/images/carousel-sprite.png?5	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/carousel/images/carousel-spritee4da.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:42	2076/2076	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/carousel/images/carousel-sprite-2x.png?5	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/carousel/images/carousel-sprite-2xe4da.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:42	1009/1009	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/shortcodes/img/slideshow-controls.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:43	1944/1944	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/shortcodes/img/slideshow-controls-2x.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:43	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/shortcodes/images/slide-nav.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:43	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/shortcodes/images/expand.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:43	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/9.5/modules/shortcodes/images/collapse.png	C:/My%20Web%20Sites/super/c0.wp.com/p/jetpack/9.5/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:44	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	C:/My%20Web%20Sites/super/secure.gravatar.com/images/grav-share-sprite.png	(from https://c0.wp.com/p/jetpack/9.5/css/jetpack.css)
22:36:46	823431/823431	---M--	200	added ('OK')	text/css	date:Thu,%2001%20Apr%202021%2009:37:51%20GMT	https://hoiwa.fi/wp-content/themes/Divi/style.css	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/themes/Divi/style.css	(from https://hoiwa.fi/wp-content/themes/hoiwa-wp-1.0.1/style.css?ver=4.9.2)
22:36:46	50109/50109	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2019:36:43%20GMT	https://hoiwa.fi/c	C:/My%20Web%20Sites/super/hoiwa.fi/c.5b.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:36:48	50087/50087	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2019:36:46%20GMT	https://hoiwa.fi/b	C:/My%20Web%20Sites/super/hoiwa.fi/b.5c.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:36:50	50098/50098	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2019:36:48%20GMT	https://hoiwa.fi/POST	C:/My%20Web%20Sites/super/hoiwa.fi/POST.5d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:36:53	186908/186908	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Sep%202020%2010:49:42%20GMT	https://hoiwa.fi/wp-content/uploads/2020/09/aditya-romansa-5zp0jym2w9M-unsplash.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2020/09/aditya-romansa-5zp0jym2w9M-unsplash.jpg	(from https://hoiwa.fi/wp-content/et-cache/25/et-core-unified-25-16187720682679.min.css)
22:36:53	61653/61653	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:36:51%20GMT	https://hoiwa.fi/wp-json/wp/v2/pages/728	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/wp/v2/pages/728.json	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:54	2626/2626	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:36:52%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Ftietoa-meista-hoiwa-oy%2F	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embedfdf7.json	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2019:36:52%20GMT	https://hoiwa.fi/?p=728	C:/My%20Web%20Sites/super/hoiwa.fi/index9848.html	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:55	2766/2766	---MC-	200	added ('OK')	text/xml	date:Thu,%2022%20Apr%202021%2019:36:53%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Ftietoa-meista-hoiwa-oy%2F&format=xml	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embed6b75	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:56	34677/34677	---M--	200	added ('OK')	text/css	date:Sun,%2018%20Apr%202021%2018:57:57%20GMT	https://hoiwa.fi/wp-content/et-cache/728/et-core-unified-728-16187722765752.min.css	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/et-cache/728/et-core-unified-728-16187722765752.min.css	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:57	58222/58222	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2019:50:28%20GMT	https://hoiwa.fi/wp-content/uploads/2021/04/Fadumo-kuva-Liivia-Pallas_WEB-cropped.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/04/Fadumo-kuva-Liivia-Pallas_WEB-cropped.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:58	59710/59710	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2019:35:35%20GMT	https://hoiwa.fi/wp-content/uploads/2021/04/Fatima-kuva-Liivia-Pallas_-WEB-cropped.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/04/Fatima-kuva-Liivia-Pallas_-WEB-cropped.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:36:59	75023/75023	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2019:31:45%20GMT	https://hoiwa.fi/wp-content/uploads/2021/04/Mariam-Hoiwa-kuva-Liivia-Pallas_-WEB-cropped.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/04/Mariam-Hoiwa-kuva-Liivia-Pallas_-WEB-cropped.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:00	63940/63940	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2019:32:00%20GMT	https://hoiwa.fi/wp-content/uploads/2021/04/Jasmin-kuva-Liivia-Pallas_-WEB-cropped.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/04/Jasmin-kuva-Liivia-Pallas_-WEB-cropped.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:01	93991/93991	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2019:31:51%20GMT	https://hoiwa.fi/wp-content/uploads/2021/04/Ahmed-kuva-Liivia-Pallas_-WEB-cropped.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/04/Ahmed-kuva-Liivia-Pallas_-WEB-cropped.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:02	70792/70792	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Apr%202021%2019:49:47%20GMT	https://hoiwa.fi/wp-content/uploads/2021/04/Henri_WEB-cropped.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/04/Henri_WEB-cropped.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:02	21475/21475	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Nov%202020%2021:03:23%20GMT	https://hoiwa.fi/wp-content/uploads/2020/11/Lotta-web.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2020/11/Lotta-web.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:04	18241/18241	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Nov%202020%2021:03:15%20GMT	https://hoiwa.fi/wp-content/uploads/2020/11/Heidi-web.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2020/11/Heidi-web.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:05	32944/32944	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Nov%202020%2021:03:25%20GMT	https://hoiwa.fi/wp-content/uploads/2020/11/Sari-web.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2020/11/Sari-web.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:06	11020/11020	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Nov%202020%2021:03:20%20GMT	https://hoiwa.fi/wp-content/uploads/2020/11/John-web.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2020/11/John-web.jpg	(from https://hoiwa.fi/tietoa-meista-hoiwa-oy/)
22:37:08	37859/37859	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:06%20GMT	https://hoiwa.fi/wp-json/wp/v2/pages/1279	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/wp/v2/pages/1279.json	(from https://hoiwa.fi/hoiwan-tarina/)
22:37:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2019:37:07%20GMT	https://hoiwa.fi/?p=1279	C:/My%20Web%20Sites/super/hoiwa.fi/index2d4b.html	(from https://hoiwa.fi/hoiwan-tarina/)
22:37:09	2596/2596	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:08%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Fhoiwan-tarina%2F	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embedeb2f.json	(from https://hoiwa.fi/hoiwan-tarina/)
22:37:10	2736/2736	---MC-	200	added ('OK')	text/xml	date:Thu,%2022%20Apr%202021%2019:37:09%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Fhoiwan-tarina%2F&format=xml	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embedd7ae	(from https://hoiwa.fi/hoiwan-tarina/)
22:37:11	24209/24209	---M--	200	added ('OK')	text/css	date:Sun,%2018%20Apr%202021%2020:22:52%20GMT	https://hoiwa.fi/wp-content/et-cache/1279/et-core-unified-1279-16187773712337.min.css	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/et-cache/1279/et-core-unified-1279-16187773712337.min.css	(from https://hoiwa.fi/hoiwan-tarina/)
22:37:14	61985/61985	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:12%20GMT	https://hoiwa.fi/wp-json/wp/v2/pages/1327	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/wp/v2/pages/1327.json	(from https://hoiwa.fi/ajankohtaista/)
22:37:16	2473/2473	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:14%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Fajankohtaista%2F	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embed3f61.json	(from https://hoiwa.fi/ajankohtaista/)
22:37:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2019:37:14%20GMT	https://hoiwa.fi/?p=1327	C:/My%20Web%20Sites/super/hoiwa.fi/index164e.html	(from https://hoiwa.fi/ajankohtaista/)
22:37:17	713620/713620	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2009:59:33%20GMT	https://hoiwa.fi/wp-content/uploads/2021/03/1615791139402_Fadumo-Ali-1_6-kuva-Liivia-Pallas_-web.jpg	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/uploads/2021/03/1615791139402_Fadumo-Ali-1_6-kuva-Liivia-Pallas_-web.jpg	(from https://hoiwa.fi/hoiwan-tarina/)
22:37:17	2613/2613	---MC-	200	added ('OK')	text/xml	date:Thu,%2022%20Apr%202021%2019:37:15%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Fajankohtaista%2F&format=xml	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embedd5a6	(from https://hoiwa.fi/ajankohtaista/)
22:37:18	25003/25003	---M--	200	added ('OK')	text/css	date:Mon,%2019%20Apr%202021%2007:26:16%20GMT	https://hoiwa.fi/wp-content/et-cache/1327/et-core-unified-1327-16188171738087.min.css	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/et-cache/1327/et-core-unified-1327-16188171738087.min.css	(from https://hoiwa.fi/ajankohtaista/)
22:37:18	65614/65614	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202021%2014:55:37%20GMT	https://scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175205514_468628668105929_6333096156247892163_n.jpg?_nc_cat=101&ccb=1-3&_nc_sid=8024bb&_nc_ohc=Cohl-NSyctgAX9GWkT6&_nc_ht=scontent-lax3-1.xx&tp=6&oh=2237302c7e206cb7d1a55ed1aa879b87&oe=60A92872	C:/My%20Web%20Sites/super/scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175205514_468628668105929_6333096156247892163_n0f6a.jpg	(from https://hoiwa.fi/ajankohtaista/)
22:37:19	55650/55650	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Apr%202021%2008:38:35%20GMT	https://scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175961497_469035968065199_3482446078557269407_n.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8024bb&_nc_ohc=lROqMP14FLQAX_B_cWC&_nc_ht=scontent-lax3-1.xx&tp=6&oh=0e54c16ae2ffdc9903e4035640f81c28&oe=60A76259	C:/My%20Web%20Sites/super/scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175961497_469035968065199_3482446078557269407_n3134.jpg	(from https://hoiwa.fi/ajankohtaista/)
22:37:20	44725/44725	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Apr%202021%2008:33:59%20GMT	https://scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175837196_469034391398690_2882732380873482298_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=pbCMJl1trT0AX-XLxIl&_nc_ht=scontent-lax3-1.xx&tp=6&oh=9a2d1721db3a688d52a71c619e0500e6&oe=60A5A478	C:/My%20Web%20Sites/super/scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175837196_469034391398690_2882732380873482298_n24ec.jpg	(from https://hoiwa.fi/ajankohtaista/)
22:37:20	50975/50975	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202021%2012:27:31%20GMT	https://scontent-lax3-2.xx.fbcdn.net/v/t1.6435-9/p720x720/175537488_468554911446638_6773032712455045994_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=l8G4YqBozsYAX-qOytG&_nc_oc=AQmLUunsnK1Ys9bCqmYNTsyZvW_Vuq_9mNoyfVmczKfACi8_2mDszUC743OeI7bDeO8&_nc_ht=scontent-lax3-2.xx&tp=6&oh=20a0c1fc7bee825d62b146fa08bb8243&oe=60A7A986	C:/My%20Web%20Sites/super/scontent-lax3-2.xx.fbcdn.net/v/t1.6435-9/p720x720/175537488_468554911446638_6773032712455045994_n0a61.jpg	(from https://hoiwa.fi/ajankohtaista/)
22:37:21	48171/48171	---M--	200	added ('OK')	image/jpeg	date:Mon,%2019%20Apr%202021%2011:21:27%20GMT	https://scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175159815_468511308117665_2674176143480327295_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=8024bb&_nc_ohc=djdmvQNcJA4AX9kOKfZ&_nc_ht=scontent-lax3-1.xx&tp=6&oh=f63c69fbe62ae8798601c698c46c1a5b&oe=60A894F1	C:/My%20Web%20Sites/super/scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/175159815_468511308117665_2674176143480327295_n3724.jpg	(from https://hoiwa.fi/ajankohtaista/)
22:37:23	50113/50113	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Apr%202021%2019:37:20%20GMT	https://hoiwa.fi/tyonhakijalle-tyopaikat/ja	C:/My%20Web%20Sites/super/hoiwa.fi/tyonhakijalle-tyopaikat/ja.7b.delayed	(from https://hoiwa.fi/ajankohtaista/)
22:37:25	52645/52645	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Apr%202021%2005:00:10%20GMT	https://scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/173951852_465772911724838_6555783963790269645_n.jpg?_nc_cat=110&ccb=1-3&_nc_sid=8024bb&_nc_ohc=GpqKXPCK9RQAX_JZlkB&_nc_ht=scontent-lax3-1.xx&tp=6&oh=3187c387c40ac4601ca88cde13c6baf1&oe=60A945D8	C:/My%20Web%20Sites/super/scontent-lax3-1.xx.fbcdn.net/v/t1.6435-9/p720x720/173951852_465772911724838_6555783963790269645_na1bd.jpg	(from https://hoiwa.fi/ajankohtaista/)
22:37:25	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%22900e6686cddc8f76fe3cdc1fa9beba3c%22	http://connect.facebook.net/fi_FI/sdk.js	C:/My%20Web%20Sites/super/connect.facebook.net/fi_FI/sdk.js	(from https://hoiwa.fi/ajankohtaista/)
22:37:27	33871/33871	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:25%20GMT	https://hoiwa.fi/wp-json/wp/v2/pages/228	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/wp/v2/pages/228.json	(from https://hoiwa.fi/henkilostovuokraus/)
22:37:29	2649/2649	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:26%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Fhenkilostovuokraus%2F	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embedd285.json	(from https://hoiwa.fi/henkilostovuokraus/)
22:37:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2019:37:26%20GMT	https://hoiwa.fi/?p=228	C:/My%20Web%20Sites/super/hoiwa.fi/index6eea.html	(from https://hoiwa.fi/henkilostovuokraus/)
22:37:30	2789/2789	---MC-	200	added ('OK')	text/xml	date:Thu,%2022%20Apr%202021%2019:37:28%20GMT	https://hoiwa.fi/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fhoiwa.fi%2Fhenkilostovuokraus%2F&format=xml	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/oembed/1.0/embed481f	(from https://hoiwa.fi/henkilostovuokraus/)
22:37:31	23026/23026	---M--	200	added ('OK')	text/css	date:Sun,%2018%20Apr%202021%2019:14:52%20GMT	https://hoiwa.fi/wp-content/et-cache/228/et-core-unified-228-16187732913096.min.css	C:/My%20Web%20Sites/super/hoiwa.fi/wp-content/et-cache/228/et-core-unified-228-16187732913096.min.css	(from https://hoiwa.fi/henkilostovuokraus/)
22:37:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Apr%202021%2019:37:31%20GMT	https://hoiwa.fi/tyonhakijalle/	C:/My%20Web%20Sites/super/hoiwa.fi/tyonhakijalle/index.html	(from https://hoiwa.fi/henkilostovuokraus/)
22:37:33	44767/44767	---MC-	200	added ('OK')	application/json	date:Thu,%2022%20Apr%202021%2019:37:31%20GMT	https://hoiwa.fi/wp-json/wp/v2/pages/247	C:/My%20Web%20Sites/super/hoiwa.fi/wp-json/wp/v2/pages/247.json	(from https://hoiwa.fi/kotisairaanhoito/)
